idx,1 vs. 0,2 vs. 0,2 vs. 1
-1.4770114661769724,0.329,0.286,-0.042
,"[-0.174, 0.831]","[-0.327, 0.9]","[-0.608, 0.523]"
-1.0538030631384907,0.316,0.157,-0.159
,"[-0.166, 0.798]","[-0.431, 0.745]","[-0.72, 0.401]"
-0.6653624498972724,0.456,0.305,-0.151
,"[-0.016, 0.927]","[-0.292, 0.901]","[-0.721, 0.419]"
-0.256982233641804,0.988,0.766,-0.222
,"[0.607, 1.369]","[0.214, 1.318]","[-0.732, 0.288]"
0.16602306994696,1.113,0.96,-0.153
,"[0.703, 1.522]","[0.342, 1.577]","[-0.728, 0.422]"
0.6249039298284971,1.144,1.045,-0.098
,"[0.732, 1.555]","[0.367, 1.724]","[-0.733, 0.536]"
1.0856522781846527,1.092,0.97,-0.122
,"[0.666, 1.518]","[0.295, 1.645]","[-0.744, 0.5]"
1.5260249743829606,1.183,1.107,-0.076
,"[0.755, 1.61]","[0.491, 1.723]","[-0.635, 0.484]"
