Treat 0,Treat 1,Treat 2
0.2505773809523812,0.3231757936507938,0.5562007936507938
0.2583376984126984,0.3822422799422797,0.6926896103896104
0.24037896825396826,0.27507460317460297,0.39253964646464645
0.22222124819624814,0.23988538961038974,0.508522619047619
0.1763252247752248,0.30070331890331886,0.5134230158730161
0.30267499999999997,0.18836872294372298,0.33792579365079367
0.13174448051948057,0.2362293650793653,0.5022698412698412
0.2990734126984128,0.22449960317460324,0.2269019841269843
0.17244787157287156,0.2610051587301586,0.30589170274170285
0.13579325396825398,0.6152801948051947,0.6749535714285716
0.08918333333333324,0.37098127705627715,0.3675006493506494
0.19636416361416373,0.340617316017316,0.29568455988456
0.1811258658008659,0.22368015873015853,0.5727003968253969
0.2997551587301587,0.30579166666666663,0.5036903679653683
0.24825952380952382,0.44207247474747496,0.41918531746031756
0.31728217893217875,0.29971349206349207,0.4200305555555556
0.11035061327561328,0.3460152319902322,0.2431520451770452
0.3253556277056277,0.3505757936507935,0.6425813492063492
0.23537222222222226,0.291444769119769,0.5140360028860029
0.24458968253968244,0.350857142857143,0.698079761904762
0.12717460317460308,0.29474206349206344,0.5659873015873015
0.17755440115440124,0.3598721861471862,0.3897233766233767
0.2864472222222223,0.3337464285714287,0.3415030663780663
0.11427184343434339,0.39925930735930754,0.7026063492063497
0.24460955988455985,0.4070356060606061,0.39079448051948046
0.16027777777777777,0.3487500721500721,0.4037523809523812
0.25587698412698423,0.18788571428571443,0.5022952020202018
0.24712341269841245,0.3935353174603176,0.2423043650793653
0.14447380952380964,0.3495833333333334,0.4380456349206352
0.1095412698412697,0.2586024531024532,0.301545202020202
0.29550277777777784,0.2597964285714286,0.374038492063492
0.1700837301587303,0.3708184704184706,0.3716206349206349
0.10559812409812405,0.22624134199134213,0.3410179292929292
0.22394007936507937,0.2503979437229439,0.44352254689754705
0.18844729437229446,0.253681240981241,0.34847426739926757
0.08543993506493498,0.17072539682539672,0.4410122655122656
0.23815198412698413,0.2629015873015874,0.4096623015873016
0.1207373015873016,0.28824166666666656,0.6618357864357864
0.11128852813852819,0.26772467532467537,0.5890682539682539
0.18525595238095238,0.405973015873016,0.39192460317460287
0.29548210678210673,0.2951355339105342,0.31112269119769126
0.3774210317460315,0.33305,0.30662539682539675
0.2820825396825397,0.2922742063492064,0.43483279220779236
0.25910535714285726,0.2674007936507938,0.3774948412698414
0.22168376623376637,0.3220886724386724,0.6998376984126987
0.21389960317460316,0.5630464285714285,0.26542911255411245
0.1914333333333334,0.44480364357864366,0.6915055555555556
0.17363059163059166,0.23647103174603173,0.3465541125541126
0.2520996031746033,0.32010631313131316,0.34748023088023094
0.17193650793650792,0.24448892496392502,0.6535427849927846
0.0884480158730159,0.6258440476190477,0.4550404401154403
0.1619539682539682,0.28663899711399693,0.6056524891774894
0.3315058802308803,0.2320015873015873,0.6752281746031742
0.18104761904761904,0.1540400432900433,0.6728249999999997
0.20250317460317466,0.4785924603174604,0.5268698412698414
0.2389134920634919,0.3400643578643578,0.5857833333333333
0.14054372294372294,0.3013277417027419,0.540384523809524
0.3770015873015873,0.4006293650793652,0.5938837301587302
0.25713373015873003,0.28606785714285704,0.7972567460317458
0.2852968253968252,0.2874146825396828,0.6793424603174604
0.12024365079365085,0.3211821428571429,0.5134997252747254
0.3286701659451659,0.44522774170274143,0.5821690476190479
0.09737817460317462,0.5080365079365081,0.3669616466866467
0.19032698412698415,0.3527134920634924,0.37289007936507945
0.11460119047619056,0.3867706709956711,0.39267146464646463
0.17749682539682543,0.2248665584415585,0.38839523809523835
0.2684102453102454,0.2505435786435787,0.400086075036075
0.22612142857142867,0.5685083333333333,0.588524927849928
0.36514007936507953,0.21313300865800872,0.39648668831168815
0.2567162698412699,0.34394404761904745,0.5656047619047619
0.34494444444444444,0.4303257936507936,0.41826107503607507
0.15689126984126991,0.30866154401154394,0.44401388888888893
0.3194920634920636,0.36335732323232334,0.3334676587301587
0.25869206349206364,0.2996055555555555,0.53935753968254
0.23487777777777774,0.3918416666666668,0.4419527777777776
0.22895508658008665,0.34920595238095226,0.5739889249639248
0.19386706349206334,0.2887884920634922,0.5777087440337441
0.22948360805860799,0.32840479797979816,0.5991321428571428
0.229356746031746,0.407286904761905,0.6269740620490621
0.1543444444444444,0.2850105339105339,0.43602103174603185
0.2070905122655123,0.2498099206349205,0.5211115800865804
0.21875598845598843,0.4115565476190475,0.7306992063492064
0.2161380952380953,0.2355690476190476,0.6036900072150073
0.27754880952380956,0.2555658369408368,0.29946652236652255
0.07306594516594513,0.2884948412698413,0.28097023809523813
0.22457896825396825,0.3294765873015877,0.598009126984127
0.23583968253968252,0.31580793650793654,0.4828785714285716
0.22990371572871562,0.31098888888888887,0.4523416666666667
0.15786468253968253,0.40959047619047634,0.32822925685425686
0.1036369047619048,0.3010961038961041,0.7780567460317461
0.2681591269841271,0.3538801587301588,0.43654682539682543
0.2604443362193361,0.3565452380952382,0.25520793650793644
0.3171611111111112,0.2452667027417027,0.34776031746031744
0.2574654761904762,0.42743816738816715,0.5692273088023089
0.11128214285714287,0.14708950216450228,0.563659126984127
0.2784444444444444,0.29569642857142836,0.2595444444444446
0.15340515873015875,0.2799765873015873,0.3338761904761902
0.1878369047619048,0.2887402014652017,0.4628755411255407
0.13374682539682542,0.2467952380952381,0.2928623015873016
0.36768546176046185,0.27098733766233774,0.5831460317460321
0.3149276334776333,0.5673805555555558,0.20867738095238103
0.13661468253968262,0.2660742063492063,0.4703349206349209
0.34784801587301595,0.2823503968253969,0.31711269841269846
0.1365904761904761,0.447567857142857,0.5736623015873016
0.13039520202020197,0.3950929292929293,0.27827103174603174
0.20675793650793647,0.290272619047619,0.4176908730158732
0.33152896825396827,0.40067341269841256,0.425717784992785
0.3419444444444445,0.3786222222222222,0.6581051587301583
0.23369365079365062,0.2022484126984126,0.3758632395382395
0.1506373015873016,0.3095658730158731,0.5959023448773446
0.22301230158730154,0.21402016594516587,0.374103282828283
0.1590964285714286,0.20567186147186153,0.31914047619047625
0.1967410256410258,0.29963095238095233,0.6751369047619047
0.10494004329004328,0.227386507936508,0.3911809523809523
0.23157222222222235,0.42095753968253985,0.4571198412698412
0.18176031746031748,0.41039423631923616,0.516123015873016
0.2486178571428571,0.2696031746031745,0.25874743867243866
0.17885609668109673,0.20740912698412683,0.29479797979797984
0.08000912698412707,0.2066920995670996,0.3377615079365079
0.20475476190476177,0.27531709956709943,0.2587619047619048
0.2228500000000001,0.2624345238095239,0.3570945346320345
0.18075595238095238,0.34123881673881673,0.45379126984126966
0.16874722222222233,0.13375061327561327,0.6659202380952383
0.2485726551226552,0.3590900432900434,0.4746948051948051
0.157725,0.3109654401154401,0.532854761904762
0.2746738095238095,0.2118579365079363,0.43092225829725844
0.16098214285714285,0.3141019841269844,0.4978468253968255
0.320018253968254,0.3953150793650797,0.5389237734487734
0.15206468253968258,0.33795858585858585,0.30976212121212127
0.23946321733821746,0.44946984126984124,0.24944761904761906
0.11964484126984133,0.3247817460317462,0.58725670995671
0.21607460317460306,0.27042976190476203,0.5264318181818182
0.21718827561327553,0.3187171356421358,0.39498849206349196
0.15820674603174598,0.3322791125541124,0.5349294372294372
0.17803531746031734,0.390395165945166,0.43840840548340554
0.278457142857143,0.4929629870129872,0.36105674603174603
0.23816349206349202,0.3212623015873016,0.6268103535353535
0.2961668720168721,0.3065690476190476,0.3738388888888889
0.1791508658008659,0.1850059523809524,0.42184761904761897
0.08846944444444452,0.2115833333333334,0.3561357142857142
0.11760793650793651,0.3967523809523809,0.3049777777777779
0.22056865079365065,0.30963492063492104,0.4701686507936508
0.1798162698412699,0.18635634920634916,0.5748777777777779
0.3540871572871574,0.2886912698412699,0.3878993506493507
0.23843769841269843,0.28469361471861493,0.28702842712842713
0.1957361111111112,0.24056828449328443,0.30981904761904766
0.15966031746031759,0.30168127705627723,0.6716261904761904
0.14462947330447337,0.2530532467532468,0.39368253968253963
0.3517445054945057,0.27345122655122656,0.5195742063492066
0.30569761904761916,0.17339563492063492,0.3323870851370851
0.27136231962481944,0.18673452380952382,0.30372857142857146
0.1813849206349207,0.3607313492063492,0.36110432900432904
0.13931706349206346,0.18867261904761906,0.4607165945165946
0.18455678210678186,0.3347126984126983,0.572179220779221
0.14704166666666668,0.26429166666666665,0.7047849206349208
0.14706706349206367,0.4686075396825399,0.6468896353646357
0.2946214285714285,0.25809682539682566,0.4224313492063494
0.32331111111111094,0.32170039682539675,0.6567495310245313
0.13422857142857134,0.33551468253968275,0.33727857142857176
0.1247817821067821,0.3833630230880232,0.47678293650793657
0.3652642857142859,0.3493960317460319,0.7104714285714285
0.20435854978354995,,0.6227154761904764
0.14042619047619054,,0.5205293650793651
0.35593299755799784,,0.2651799422799423
0.18875714285714298,,0.3503294011544015
0.193570634920635,,0.4281535714285716
0.18762301587301589,,0.4095496031746032
0.3586511904761906,,
0.17169761904761907,,
0.20769380341880347,,
0.23105440115440112,,
0.32486865079365107,,
