Treat 0,Treat 1,Treat 2
0.18909498556998555,0.23715689033189039,0.3509237012987011
0.19438015873015868,0.33380198412698375,0.2924436507936508
0.5638643217893219,0.27396515151515133,0.1437511904761905
0.3250224386724387,0.4531608141858143,0.14334880952380963
0.23648098845598842,0.32946558441558466,0.3227896825396823
0.3392194083694087,0.43683870851370865,0.448443650793651
0.18459007936507948,0.32291872294372326,0.38216504329004375
0.21754365079365068,0.23923888888888897,0.44570670995670997
0.20066388888888895,0.36106825396825404,0.22412222222222214
0.16652499999999992,0.22498116883116898,0.2878432234432234
0.32197900432900434,0.33856305916305923,0.3221551226551229
0.32602738095238115,0.2275615079365078,0.32134393939393935
0.3209994505494508,0.23154325396825387,0.43826944444444427
0.6053225885225888,0.5569107503607503,0.3986267177267179
0.4480587301587304,0.4488976911976913,0.251025
0.33127539682539664,0.47873846153846156,0.5069980158730159
0.5377968253968254,0.41899152236652226,0.31482106782106783
0.44683647186147185,0.3593963924963925,0.2580630952380953
0.5338150072150073,0.4318348124098125,0.40156197691197704
0.39782893217893217,0.34678968253968256,0.30976388888888895
0.4053956349206353,0.3383487012987015,0.28853809523809515
0.30350606060606067,0.28585357142857126,0.4143002164502163
0.5969705627705629,0.26801547619047617,0.16034015151515152
0.28656313131313144,0.3072074314574315,0.3466150793650795
0.31032348484848493,0.3580814602064603,0.4219424603174605
0.34617301587301585,0.30334484126984107,0.4215191197691198
0.5310473304473307,0.37238369408369426,0.22079764402264396
0.39872341269841277,0.2593635642135642,0.13855198412698422
0.3048781746031745,0.14351825396825402,0.19029949494949477
0.44875945165945164,0.34208142135642117,0.4568831890331889
0.36761865079365086,0.27322817460317433,0.32360487012987005
0.4200436507936508,0.3320389610389614,0.4257625901875902
0.33708650793650796,0.34220573593073567,0.4027780663780662
0.39144253246753263,0.412598881673882,0.49728217893217924
0.21295198412698405,0.25969534632034624,0.362597949272949
0.16031132756132765,0.13220753968253984,0.5215295093795096
0.22171895743145723,0.38458404095904103,0.22895912698412713
0.3882405122655127,0.21319011544011543,0.21521190476190463
0.4224153679653681,0.33747958152958146,0.8598258297258295
0.2949341269841269,0.2937615800865805,0.4634269480519483
0.39064523809523855,0.34963531746031734,0.5131392496392496
0.38532142857142865,0.39702023809523823,0.36116865079365124
0.2757595238095238,0.3145401404151405,0.2657194083694083
0.39407273004773014,0.2958632034632035,0.18722142857142854
0.5062273088023089,0.14962294372294377,0.40019924242424243
0.30467936507936505,0.23429007936507942,0.31931904761904767
0.3916589466089466,0.16167702020202024,0.40491226551226545
0.288941847041847,0.3578369047619047,0.7480928571428571
0.33633711843711844,0.3186879009879011,0.23731349206349228
0.44409801587301606,0.5201373015873021,0.44818455988455985
0.49271587301587294,0.3291944805194804,0.13263924963924958
0.6042696608946609,0.20724722222222206,0.36475833333333346
0.7416583333333333,0.4673711399711401,0.45354206349206394
0.3747876984126984,0.1948178571428573,0.3033044733044732
0.37103578643578644,0.4962257936507938,0.223416702741703
0.3438650793650795,0.3564360750360752,0.22931587301587303
0.33530786435786425,0.10003809523809538,0.22895400432900448
0.5823178571428571,0.1413258658008659,0.22815873015872998
0.46840288600288604,0.404102045177045,0.3349949494949496
0.2050384199134199,0.11007813852813851,0.3355944805194806
0.36219246031746016,0.4393798340548342,0.22853055555555535
0.39259354256854273,0.3407654401154404,0.28708769841269854
0.24845021645021648,0.3181698773448776,0.21113702686202693
0.4085077200577203,0.30460357142857136,0.36220885225885213
0.20419007936507938,0.4945751831501835,0.1804650793650795
0.25520404040404043,0.4597472222222228,0.5283289321789323
0.24851471861471844,0.5580147186147184,0.3386153679653678
0.17441360028860026,0.214775,0.4691948412698413
0.4239035714285715,0.18134181929181922,0.37073809523809503
0.3584182178932181,0.19635748973248976,0.6643377705627708
0.3688702380952381,0.6342801226551228,0.18336944444444447
0.4051408730158729,0.183022619047619,0.1611253968253968
0.40837247474747473,0.39208726551226575,0.22121984126984104
0.3194512626262625,0.2812666666666666,0.3443746031746031
0.14600634920634917,0.22533168775668777,0.21895873015873013
0.35467896825396794,0.3726333333333335,0.32839996392496396
0.329262481962482,0.22556439393939393,0.37607413419913455
0.3546044372294373,0.30258322510822494,0.37241150793650796
0.232295202020202,0.25714206349206364,0.4377305194805198
0.3912146825396825,0.21450790043290027,0.4810568903318898
0.30477698412698395,0.41412810245310266,0.31137099567099563
0.36827341269841285,0.4070599206349207,0.21669126984126988
0.5579212121212123,0.23420353535353527,0.34462240537240524
0.3944059523809525,0.22214556277056263,0.16027489177489193
0.2858477661227665,0.14454000721500737,0.18661230158730155
0.18738885281385284,0.3174678571428574,0.2757365079365076
0.4873361111111113,0.2740159090909091,0.3132214285714287
0.32332730880230864,0.43916083638583653,0.5315848124098127
0.518465873015873,0.32019769119769115,0.43933643578643583
0.2094123376623376,0.1833880591630591,0.16693841991341998
0.2990805555555556,0.3357083333333331,0.3137136002886005
0.3838931096681101,0.3923757936507939,0.2782746031746033
0.389118326118326,0.3528889249639248,0.48122615440115446
