line_Treat 0,line_Treat 1,line_Treat 2,bin_Treat 0,bin_Treat 1,bin_Treat 2
0.1977447741041106,0.20341298970914776,0.23968345186615722,0.05420039682539688,0.05102146464646463,0.058544444444444475
0.45128799865922503,0.5307486672655045,0.5861740514961763,0.10238057133838385,0.0996263528138528,0.11196320346320349
0.8904775920906135,1.1408915102839414,1.1883584981660817,0.15056074585137083,0.148231240981241,0.1653819624819625
1.5191919428220337,2.0204355032404977,1.9971041369657474,0.19874092036435778,0.19683612914862916,0.2188007215007215
2.2409013762946386,2.9477513104458737,2.782186856176101,0.24692109487734476,0.24544101731601733,0.2722194805194805
2.857941140092844,3.5430876621470335,3.2129519152966837,0.29510126939033177,0.29404590548340553,0.3256382395382395
3.151405284075124,3.508473180475998,3.07577459606859,0.3432814439033187,0.3426507936507937,0.3790569985569985
3.0045240138502765,2.862197718621495,2.440827756930489,0.3914616184163057,0.3912556818181819,0.43247575757575746
2.4766665694775263,1.9236511134269172,1.6056545319400468,0.4396417929292927,0.43986056998557005,0.4858945165945165
1.765142803443848,1.0651191475363113,0.8755872595132327,0.4878219674422796,0.4884654581529582,0.5393132756132756
1.087708676126376,0.4858646280098354,0.3958030221971332,0.5360021419552666,0.5370703463203464,0.5927320346320346
0.5795164668904794,0.18259024866350473,0.1483170662898964,0.5841823164682536,0.5856752344877346,0.6461507936507935
0.26695583074787893,0.05653079386403853,0.046071833422789366,0.6323624909812405,0.6342801226551228,0.6995695526695526
0.106324532780796,,0.011863482998809141,0.6805426654942275,,0.7529883116883116
0.03661406910324398,,0.002532335698691561,0.7287228400072145,,0.8064070707070705
0.010901417002298373,,0.00044808735740297853,0.7769030145202015,,0.8598258297258295
0.0028063274887617897,,,0.8250831890331884,,
